s,p_fail_scale,network_variant,failure_mode,capacity_reduction_factor,mean,std,count,ci_lower,ci_upper,finite_count,nonfinite_count
1.0,1.5,matched_redundancy,capacity_reduction,0.25,-30.01922900134877,1.2755907322368552,30,-30.475693282566667,-29.562764720130872,30,0
1.0,1.5,matched_redundancy,capacity_reduction,0.5,-29.98093054801544,0.07017445142986244,30,-30.00604215295445,-29.95581894307643,30,0
1.0,1.5,matched_redundancy,capacity_reduction,0.75,-29.996714307027787,0.010107431275888895,30,-30.0003312048585,-29.993097409197073,30,0
1.0,2.0,baseline,blocked,,-96079.99744860393,526096.0049430918,30,-284341.035004782,92181.04010757415,30,0
1.0,2.0,baseline,capacity_reduction,0.25,-32.17129925952778,10.197876040386335,30,-35.82056233355567,-28.522036185499886,30,0
1.0,2.0,baseline,capacity_reduction,0.5,-30.019289635422844,0.12410986563367236,30,-30.06370178046029,-29.9748774903854,30,0
1.0,2.0,baseline,capacity_reduction,0.75,-30.002239278465062,0.017875906572729416,30,-30.008636089478678,-29.995842467451446,30,0
1.0,2.0,matched_redundancy,blocked,,-28.92001732319766,5.17427413540609,30,-30.771607542813598,-27.06842710358172,30,0
1.0,2.0,matched_redundancy,capacity_reduction,0.25,-30.01922900134877,1.2755907322368552,30,-30.475693282566667,-29.562764720130872,30,0
1.0,2.0,matched_redundancy,capacity_reduction,0.5,-29.98093054801544,0.07017445142986244,30,-30.00604215295445,-29.95581894307643,30,0
1.0,2.0,matched_redundancy,capacity_reduction,0.75,-29.996714307027787,0.010107431275888895,30,-30.0003312048585,-29.993097409197073,30,0
1.0,3.0,baseline,blocked,,-96078.98702065073,526096.1958084572,30,-284340.0928771227,92182.1188358212,30,0
1.0,3.0,baseline,capacity_reduction,0.25,-33.89957090481923,14.993129472616305,30,-39.26479338172092,-28.53434842791754,30,0
1.0,3.0,baseline,capacity_reduction,0.5,-30.01362496572684,0.1288385377525416,30,-30.059729244350166,-29.967520687103516,30,0
1.0,3.0,baseline,capacity_reduction,0.75,-30.001423379537652,0.018556991034296394,30,-30.008063913495736,-29.994782845579568,30,0
1.0,3.0,matched_redundancy,blocked,,-28.684911359034178,5.663898842401934,30,-30.711711529849325,-26.65811118821903,30,0
1.0,3.0,matched_redundancy,capacity_reduction,0.25,-30.090030595686518,1.6653543654161682,30,-30.685970001776234,-29.4940911895968,30,0
1.0,3.0,matched_redundancy,capacity_reduction,0.5,-29.98983550202314,0.11298590928360538,30,-30.030266990403785,-29.949404013642496,30,0
1.0,3.0,matched_redundancy,capacity_reduction,0.75,-29.997996913572102,0.016273690637536524,30,-30.003820378976716,-29.992173448167488,30,0
1.2,0.0,baseline,blocked,,-29.998694104812785,0.0,30,-29.998694104812785,-29.998694104812785,30,0
